timestamp,elapsed_time,x_ref,y_ref,theta_ref
1763484878.1295214,0.0,1.2246467991473532e-16,0.0,6.123233995736766e-17
1763484878.131417,0.0018956661224365234,0.0011910818711543584,3.5466916314952357e-07,0.0005955413932207387
1763484878.1329432,0.003421783447265625,0.002149968291694875,1.1555925829576097e-06,0.0010749868373795821
1763484878.1342227,0.004701375961303711,0.002953957340370793,2.1814719406432204e-06,0.0014769856511785183
1763484878.1354997,0.00597834587097168,0.003756296660306355,3.5274567036225335e-06,0.0018781626845751594
1763484878.3339858,0.20446443557739258,0.1281157054705725,0.004124639240707939,0.06463345363154008
1763484878.3354404,0.2059190273284912,0.12902206716017686,0.004183514101014474,0.06509902665372197
1763484878.336635,0.20711374282836914,0.1297664183860255,0.0042321821604529575,0.06548151282006599
1763484878.3378186,0.2082972526550293,0.13050371597408436,0.004280670951677612,0.06586049389934487
1763484878.5388079,0.4092864990234375,0.2543371876382087,0.016510344972158197,0.13181834066654147
1763484878.5403435,0.41082215309143066,0.2552702195167775,0.016634299576514522,0.13233772440912084
1763484878.5416238,0.41210246086120605,0.25604792659973846,0.016737996062068383,0.1327709629551518
1763484878.5429566,0.4134352207183838,0.25685731902908937,0.016846281661967,0.1332221611182091
1763484878.7427382,0.6132168769836426,0.3758330144502194,0.036998520490139075,0.20373847670924106
1763484878.7443159,0.6147944927215576,0.37675140410293323,0.03718854374586811,0.2043218208390056
1763484878.7457228,0.6162014007568359,0.3775701061212392,0.03735841203478096,0.2048424448920967
1763484878.7470732,0.6175518035888672,0.37835564936834687,0.03752181858596004,0.2053425161852371
1763484878.9464583,0.8169369697570801,0.49105171038721035,0.06550759876934964,0.28354058259093873
1763484878.9479947,0.8184733390808105,0.4918924091983558,0.0657528633675859,0.28418103330857
1763484878.9493093,0.8197879791259766,0.49261141421699656,0.06596308906434278,0.2847295677328365
1763484878.950593,0.8210716247558594,0.49331314341018956,0.06616867672845528,0.28526562789969573
1763484879.1518116,1.0222902297973633,0.5990578135562403,0.10226146495996513,0.37553000875049813
1763484879.1532788,1.0237574577331543,0.5997957187335663,0.10255267783010202,0.37623850454470403
1763484879.154631,1.0251095294952393,0.6004752577316097,0.10282139163079629,0.3768921023692485
1763484879.155966,1.026444673538208,0.6011458637527018,0.10308707707743503,0.3775381855560691
1763484879.3558419,1.226320505142212,0.6965083848371244,0.14659844971508718,0.4824490187097274
1763484879.357304,1.2277827262878418,0.697167331898743,0.14694390803030788,0.4832816220818123
1763484879.3585203,1.2289988994598389,0.697714949685482,0.14723153394388677,0.48397490070435567
1763484879.3597107,1.230189323425293,0.6982505785760763,0.14751333208657247,0.4846541857061407
1763484879.5608854,1.4313640594482422,0.7829242920347683,0.19882427677371983,0.6098538952987335
1763484879.562469,1.4329476356506348,0.7835429047394593,0.1992569960741961,0.6109264410117804
1763484879.5638049,1.4342834949493408,0.7840641454470824,0.19962237218605572,0.6118323207246096
1763484879.5651097,1.4355883598327637,0.7845727591076005,0.1999795770357189,0.61271816482918
1763484879.7658284,1.6363070011138916,0.8563306537176525,0.2584903477313334,0.7608922174176873
1763484879.7674456,1.6379241943359375,0.856854960416948,0.2589902126838455,0.7621837403234103
1763484879.7687562,1.6392347812652588,0.8572792139866593,0.25939563709998037,0.763231547974471
1763484879.7700686,1.640547275543213,0.8577035024016102,0.2598019472649793,0.7642819090248174
1763484879.9700923,1.8405709266662598,0.9153856458592473,0.32513995151711717,0.9359343865594698
1763484879.971881,1.8423595428466797,0.9158374932986323,0.3257544339808509,0.9375664962786247
1763484879.9732072,1.8436858654022217,0.9161718074150743,0.3262104359485489,0.9387777701138008
1763484879.9745603,1.845038890838623,0.9165121966790961,0.3266759180503853,0.9400143109763522
1763484880.1748805,2.0453591346740723,0.9594760824852556,0.39888159315640026,1.131242939702658
1763484880.1763825,2.046861171722412,0.9597415967109318,0.3994473216683714,1.1327233634314242
1763484880.1777678,2.048246383666992,0.9599857021579089,0.39996936496988167,1.1340890381410023
1763484880.1793256,2.049804210662842,0.9602593574637174,0.4005568235148613,1.135625340113741
1763484880.3800683,2.250546932220459,0.9877420406103503,0.47941127254369076,1.3349658432008893
