timestamp,elapsed_time,x_ref,y_ref,theta_ref
1763484799.5859208,0.0,1.2246467991473532e-16,0.0,6.123233995736766e-17
1763484799.5878315,0.0019106864929199219,0.0012005194415198764,3.6031189454277524e-07,0.0006002601893683822
1763484799.589375,0.0034542083740234375,0.0021703414265004765,1.1775972104111077e-06,0.0010851734820248955
1763484799.590678,0.0047571659088134766,0.0029890110434587776,2.233552990338339e-06,0.001494512754208196
1763484799.5920413,0.006120443344116211,0.0038455784908819454,3.6971355683590446e-06,0.00192280464794342
1763484799.7896254,0.2037045955657959,0.1276422036503961,0.004094050304918939,0.06439029934255663
1763484799.7910185,0.20509767532348633,0.12851029277864542,0.004150218505780234,0.06483612040048374
1763484799.7923613,0.20644044876098633,0.12934694065013522,0.0042047202043824505,0.06526594860702903
1763484799.7939937,0.20807290077209473,0.1303639557857672,0.004271457987376381,0.06578864608003943
1763484799.9947965,0.4088757038116455,0.25408755672400213,0.01647726475395106,0.13167945092033814
1763484799.9963572,0.41043639183044434,0.25503586121321714,0.016603118362608305,0.13220722685576558
1763484799.9976413,0.41172051429748535,0.2558159352139637,0.016707027326875457,0.13264169677621387
1763484799.9988782,0.41295742988586426,0.2565671746969289,0.01680742158660431,0.1330603830436172
1763484800.211121,0.6252002716064453,0.3827996851261058,0.03845399214213874,0.20818148290248698
1763484800.212588,0.6266672611236572,0.383651051669472,0.03863407923922657,0.2087273009108364
1763484800.213778,0.6278572082519531,0.3843413974232668,0.03878046272679159,0.20917034988838804
1763484800.214954,0.629033088684082,0.38502337135549475,0.03892538501611709,0.2096084342249324
1763484800.4137647,0.8278439044952393,0.49701001507470904,0.06725852529276,0.28810131588018684
1763484800.4153466,0.8294258117675781,0.49787225713462097,0.06751435890409763,0.28876552592023463
1763484800.4166427,0.8307218551635742,0.49857831831550853,0.06772431694885528,0.28931022796409517
1763484800.4448028,0.858881950378418,0.5138370018830049,0.07236526599755311,0.30126300734337996
1763484800.446917,0.8609962463378906,0.5149762103770169,0.07271980779888754,0.30216966677563784
