timestamp,error_x,error_y,error_l2,cumulative_l2_error,sample_count,avg_sample_error_mm
1763485660.7770033,1.2246467991473532e-16,0.0,1.2246467991473532e-16,1.2246467991473532e-16,1,1.2246467991473532e-13
1763485660.7787712,0.0011107876174912793,3.0846240162141214e-07,0.001110787660320822,0.0011107876603209444,2,0.5553938301604722
1763485660.7804437,0.0021615921797134207,1.1681837890683084e-06,0.0021615924953727016,0.003272380155693646,3,1.0907933852312153
1763485660.781742,0.002977339567134878,2.216336695964689e-06,0.0029773403920571886,0.0062497205477508345,4,1.5624301369377087
1763485660.783028,0.003785101664709065,3.5822274428151972e-06,0.0037851033598221315,0.010034823907572966,5,2.0069647815145935
1763485660.980718,0.12762471817317914,0.0040944491227533205,0.12769038022655513,0.1377252041341281,6,22.95420068902135
1763485660.9821591,0.12852290091630114,0.004152568614063892,0.12858996806141554,0.2663151721955436,7,38.04502459936337
1763485660.9833786,0.1292827824639182,0.004202066314845887,0.12935105412375716,0.3956662263193008,8,49.4582782899126
1763485660.9847717,0.13015072954179902,0.004258967288410927,0.1302203947261191,0.5258866210454199,9,58.43184678282444
1763485661.1855848,0.25388143269312363,0.016453597911759953,0.2544140380375166,0.7803006590829366,10,78.03006590829366
1763485661.187574,0.25468602115839145,0.016613798975021368,0.2552273255156568,1.0355279845985934,11,94.13890769078122
1763485661.1888149,0.2551853342389735,0.01671413080423884,0.2557321195688915,1.291260104167485,12,107.60500868062374
1763485661.190026,0.25567101644520995,0.016812345152750218,0.25622319098719776,1.5474832951546826,13,119.0371765503602
1763485661.3561897,0.3205168496868104,0.03300198467443852,0.3222113932275041,1.8696946883821868,14,133.54962059872764
1763485661.3576584,0.3208272629002774,0.03316979452842702,0.32253738990873876,2.1922320782909255,15,146.14880521939503
1763485661.358848,0.32107669898303315,0.03330603649647296,0.322799533297286,2.5150316115882116,16,157.18947572426322
1763485661.3740487,0.32422837218017286,0.03507114499114922,0.32611964451347436,2.841151256101686,17,167.12654447656976
1763485661.5966866,0.362642069943654,0.06604631031748436,0.36860736020808305,3.2097586163097693,18,178.3199231283205
1763485661.5981333,0.36253516042996375,0.06627212183954945,0.368542720293178,3.5783013366029475,19,188.33164929489197
1763485661.5993955,0.3624397237078769,0.06646945968764055,0.36848438554789403,3.9467857221508416,20,197.33928610754208
1763485661.6005774,0.3623486172587693,0.06665448417766326,0.3684282028975692,4.315213925048411,21,205.48637738325766
1763485661.8034627,0.3106084125638205,0.0376111813490128,0.3128772713347597,4.628091196383171,22,210.36778165378047
1763485661.8049102,0.310273803928919,0.03785069969120283,0.31257400543172953,4.9406652018149,23,214.8115305136913
1763485661.8062892,0.3099535770593238,0.03807877557714101,0.3122838661879996,5.252949068002899,24,218.87287783345414
1763485661.8075457,0.3096605778334324,0.038286332365658746,0.3120184557204092,5.5649675237233085,25,222.59870094893233
1763485662.0104492,0.2570192510146195,0.07555787470003075,0.26789529264490913,5.832862816368218,26,224.34087755262377
1763485662.012014,0.256744246141541,0.0757694588474721,0.2676912752049027,6.1005540915731205,27,225.9464478360415
1763485662.013304,0.25651816322512344,0.07594353614383847,0.267523809681347,6.368077901254467,28,227.43135361623095
1763485662.0144985,0.25631004584107375,0.07610452670972437,0.2673700405519745,6.635447941806442,29,228.8085497174635
1763485662.2104182,0.2167464945780142,0.10590798707972571,0.24123752742709104,6.876685469233533,30,229.2228489744511
1763485662.2119713,0.21670266372533742,0.10610881824278041,0.24128639782328404,7.117971867056817,31,229.61199571151022
1763485662.2133274,0.21666600284078297,0.1062845546352694,0.2413308172219614,7.359302684278779,32,229.97820888371183
1763485662.2146363,0.21663196224048376,0.10645449348331057,0.24137515664821554,7.600677840926995,33,230.32357093718167
1763485662.4171386,0.20503508956801308,0.1363705462498685,0.24624441889848117,7.846922259825476,34,230.79183117133752
1763485662.4187942,0.20493541260568393,0.13654460119178408,0.246257896227685,8.093180156053162,35,231.23371874437603
1763485662.4201205,0.2048561481558414,0.13668429438056745,0.2462694414001901,8.339449597453353,36,231.6513777070376
1763485662.4214587,0.20477583862424076,0.13682509361886752,0.24628083629887437,8.585730433752227,37,232.0467684797899
1763485662.6223578,0.18571173744043867,0.16133781593002502,0.2460055695959282,8.831736003348155,38,232.41410535126724
1763485662.623941,0.18530911169580677,0.16129367761165875,0.24567278505154513,9.0774087883997,39,232.75407149742819
1763485662.6253247,0.18495690081130578,0.16125460786097714,0.24538154721600547,9.322790335615705,40,233.06975839039262
1763485662.6265714,0.184639464743508,0.1612190339863845,0.24511896878918232,9.567909304404887,41,233.36364157085092
1763485662.8250613,0.12669174815882034,0.15553591793650098,0.2006046380816952,9.768513942486582,42,232.58366529729958
1763485662.8265462,0.12628459360021949,0.15544877719073538,0.2002801061285606,9.968794048615143,43,231.83241973523587
1763485662.827898,0.12591372821563185,0.15536912968944422,0.199984582939824,10.168778631554966,44,231.10860526261288
1763485662.8291974,0.12555714109187932,0.1552923226180066,0.1997005286504298,10.368479160205396,45,230.41064800456437
1763485662.8305066,0.12519779568251088,0.1552146658475058,0.1994143438620016,10.567893504067397,46,229.736815305813
1763485663.029617,0.06298005898588777,0.14641698537500863,0.15938764518045742,10.727281149247855,47,228.24002445208203
1763485663.0310698,0.06274121362847473,0.1465169972227356,0.15938535178221683,10.88666650103007,48,226.80555210479315
1763485663.032292,0.06254112985338256,0.1466024746112622,0.159385314522648,11.046051815552719,49,225.429628888831
1763485663.0334754,0.062347547839553985,0.14668580185456348,0.15938613862981227,11.205437954182532,50,224.10875908365063
1763485663.234646,0.021513656135954795,0.16380901452516494,0.16521570942268718,11.37065366360522,51,222.95399340402392
1763485663.2362022,0.021136460395524526,0.1637659529901358,0.16512430867930664,11.535777972284526,52,221.84188408239476
1763485663.2375586,0.020807152492531844,0.16372731127863072,0.16504414577129695,11.700822118055823,53,220.7702286425627
1763485663.2388973,0.020482086040330416,0.16368905196541006,0.16496551634174403,11.865787634397567,54,219.73680804439937
1763485663.4391358,-0.036001304668422884,0.16070290299279355,0.16468611650087514,12.030473750898441,55,218.73588637997165
1763485663.44073,-0.036496936118908474,0.16034877810933856,0.164449861621181,12.194923612519622,56,217.76649308070753
1763485663.4420342,-0.036902709815235024,0.16005695442709544,0.16425601557381317,12.359179628093434,57,216.82771277356903
1763485663.4433627,-0.0373163885143728,0.15975789078317837,0.1640582107644892,12.523237838857924,58,215.91789377341246
1763485663.6429973,-0.10725572612867029,0.11708885386279688,0.15878787890230076,12.682025717760224,59,214.94958843661396
1763485663.6444635,-0.10771101363200852,0.11646200602703682,0.15863499394987313,12.840660711710097,60,214.01101186183493
1763485663.6456404,-0.10807606933571634,0.11595712041626183,0.15851337652794484,12.99917408823804,61,213.10121456127936
1763485663.6468058,-0.10843709560815684,0.11545644177111414,0.158394424303317,13.157568512541358,62,212.21884697647354
1763485663.8484843,-0.13761580940465967,0.12289483476521423,0.18450271382846628,13.342071226369825,63,211.7789083550766
