timestamp,v_ref,omega_ref,v_loc,omega_loc,v_err,omega_err,v_cmd,omega_cmd
1763485087.336352,0.6279827444645084,0.389990930620025,0.0,0.02279826549228925,0.6279827444645084,0.36719266512773574,1.3364011085489267,0.5735872631838929
1763485087.3382063,0.6279827444645084,0.39002586982810844,1.187811779809519e-05,-0.013019089765703365,0.6279708663467103,0.4030449595938118,1.3363882801817049,0.5915483496250143
1763485087.3398128,0.6279827444645084,0.3900254339136687,4.2427650965978345e-05,0.00019485565529902375,0.6279403168135425,0.38983057825836964,1.3363552866858834,0.5849407230428535
1763485087.3411503,0.6279827444645084,0.38991318042239226,6.440674299849595e-05,0.05801105660988382,0.62791833772151,0.33190212381250844,1.3363315492664884,0.5558642423286465
1763485087.342551,0.6279827444645084,0.38993073182212046,7.26708368915814e-05,-0.008617190473268936,0.6279100736276169,0.3985479222953894,1.3363226240450838,0.5892046929698151
1763485087.537193,0.6424359084513515,0.39603588102776277,0.006660903016212031,0.00999766286516708,0.6357750054351394,0.3860382181625957,1.3212222019056046,0.5890549901090606
1763485087.538819,0.6424359084513515,0.3960944238619676,0.006646207372347758,-0.020195890900608977,0.6357897010790037,0.41629031476257655,1.3212380732009776,0.6042395812432558
1763485087.5401392,0.6424359084513515,0.39608177969962927,0.00665874881736194,0.010562720668871546,0.6357771596339895,0.3855190590307577,1.3212245284403625,0.5888413092150081
1763485087.5414832,0.6424359084513515,0.39609005637746375,0.006679708301767105,-5.1409157753979234e-05,0.6357562001495843,0.39614146553521773,1.3212018921972049,0.5941607891450726
1763485087.7433405,0.6497319526815775,0.40770621078202157,0.21038697471307805,-0.019387887928493015,0.4393449779684994,0.42709409871051457,1.080442740846545,0.6212532601372789
1763485087.744843,0.6497319526815775,0.40805690990681026,0.21191276692800312,-0.023618890059145067,0.43781918575357437,0.43167579996595534,1.0787948852544256,0.623894809889788
1763485087.7463372,0.6497319526815775,0.408314507429321,0.2134190474303837,0.018176797208526746,0.43631290525119376,0.39013771022079424,1.0771681023118547,0.6033833625397181
1763485087.7476912,0.6497319526815775,0.408605044634329,0.21479857170770145,-0.008869357417130842,0.434933380973876,0.41747440205145986,1.0756782160923515,0.6173422456600589
1763485087.9485333,0.6404575704534222,0.4627766842758687,0.41248352460400206,-0.02283291608433592,0.22797404584942016,0.4856096003602046,0.8102911368227474,0.705581484455971
1763485087.9500873,0.6404575704534222,0.46342127387802756,0.4140310513761141,0.01425427064558086,0.2264265190773081,0.4491670032324467,0.8086198079088665,0.6880047754942509
1763485087.9514213,0.6404575704534222,0.4640180042618192,0.41539990266193105,-0.006330687526026522,0.22505766779149117,0.4703486917878457,0.8071414485201841,0.6991923501557421
1763485087.9527256,0.6404575704534222,0.4646238309747355,0.41671873661398934,-0.01648530188807096,0.22373883383943288,0.48110913286280643,0.8057171078519613,0.7051783974061387
1763485088.151868,0.6255761676790891,0.5681649666366616,0.6136958130861188,0.0022674782796105607,0.011880354592970321,0.565897488357051,0.5359016494294072,0.8511137108151872
1763485088.1534424,0.6255761676790891,0.5693528341268015,0.6152935133239229,0.013903437640987561,0.010282654355166176,0.5554493964858139,0.5341761331725787,0.8470775323697084
1763485088.154745,0.6255761676790891,0.5703871312754997,0.6165928435977549,-0.011506954846742736,0.008983324081334176,0.5818940861222424,0.5327728564768403,0.8613341743366209
1763485088.1560276,0.6255761676790891,0.5713472952587041,0.6179025311653981,0.0236775936195518,0.007673636513691018,0.5476697016391523,0.5313583939037856,0.8451821460782802
1763485088.3574758,0.5864874268827581,0.8183567440683774,0.8290053745939127,-0.00426077211220056,-0.24251794771115454,0.822617516180578,0.20359934464687748,1.2296655021586664
1763485088.3588152,0.5864874268827581,0.8200863681344062,0.8296436741430945,0.10768768250319515,-0.24315624726033636,0.712398685631211,0.20290998113376113,1.1762857109500118
1763485088.3600805,0.5864874268827581,0.8215914975669288,0.8302824312656543,0.194388188186255,-0.24379500438289614,0.6272033093806738,0.20222012344139656,1.1351931522572658
1763485088.361315,0.5864874268827581,0.822895719716745,0.8309018936557658,0.3061796449957886,-0.2444144667730077,0.5167160747209565,0.20155110406007606,1.0812537570772234
1763485088.560693,0.5451110831106843,1.0030285601689428,0.628655055627043,0.30701102183680135,-0.0835439725163587,0.6960175383321414,0.32806249068970433,1.3510373293350135
1763485088.5622947,0.5451110831106843,1.0042727563480829,0.6278877754311446,0.3959760203799698,-0.08277669232046025,0.6082967359681131,0.32889115330127466,1.3084211243321393
1763485088.5636709,0.5451110831106843,1.0051555519770146,0.6272515326770274,0.5288630862871854,-0.08214044956634303,0.4762924656898292,0.32957829547572126,1.2433017848219292
1763485088.5650046,0.5451110831106843,1.0058804531569108,0.6266309812056753,0.6250142987896059,-0.08151989809499094,0.38086615436730487,0.3302484910647815,1.1963135303405632
1763485088.7657988,0.5139796298052445,1.0642472652732315,0.43476847869407764,0.5797614931486637,0.07921115111116683,0.4844857721245679,0.48403220664286317,1.3064901513355154
1763485088.7674031,0.5139796298052445,1.0646632997244196,0.43317372317538266,0.633966035761785,0.08080590662986181,0.43069726396263464,0.4857545426030537,1.280011931705737
1763485088.76874,0.5139796298052445,1.065093277989147,0.43182386751359386,0.5672919300966068,0.08215576229165061,0.49780134789254027,0.4872123867177856,1.3139939519354171
1763485088.77006,0.5139796298052445,1.0654762117326646,0.4305150608923183,0.597457991190068,0.0834645689129262,0.46801822054259656,0.4886258978687633,1.2994853220039628
