timestamp,v_ref,omega_ref,v_loc,omega_loc,v_err,omega_err,v_cmd,omega_cmd
1763485922.5156026,0.6279827444645084,0.389990930620025,0.0,0.0006427144768076499,0.6279827444645084,0.38934821614321735,1.3364011085489267,0.5846650386916337
1763485922.5173037,0.6279827444645084,0.38991983878776654,-1.0430371276146407e-05,0.028873611396283014,0.6279931748357845,0.3610462273914835,1.336412373349905,0.5704429524835083
1763485922.5187404,0.2279827444645084,0.12339222895952733,-1.689329259835229e-05,-0.02258392376044755,0.22799963775710674,0.14597615271997488,0.4724193533049328,0.19638030531951478
1763485922.5200186,0.2279827444645084,0.12336280277887006,-3.248302120721911e-05,0.027639528381941808,0.22801522748571562,0.09572327439692825,0.4724361902118304,0.1712244399773342
1763485922.521312,0.2279827444645084,0.12336866168877901,-4.2853213895136376e-05,-0.005457620369269838,0.22802559767840352,0.12882628205804886,0.47244739001993336,0.18778180271780343
1763485922.7172918,0.22243590845135142,0.12367594955583988,-0.005935776465870884,-0.020811935003202935,0.2283716849172223,0.14448788455904282,0.42762661574625377,0.1959198918353613
1763485922.7187169,0.22243590845135142,0.12362768249027285,-0.005967515078537438,0.03841810521266952,0.22840342352988885,0.08520957727760334,0.4276608934479337,0.16623247112907452
1763485922.7198968,0.22243590845135142,0.12360295317198147,-0.0059646854493249175,0.022497470031150185,0.22840059390067632,0.10110548314083129,0.4276578374483842,0.17415569474239712
1763485922.722556,0.22243590845135142,0.12354873921346012,-0.006013434023360964,0.02179596122342656,0.22844934247471238,0.10175277799003356,0.4277104859083431,0.1744251282084769
1763485922.9229138,0.2097319526815774,0.11285419068561316,0.20221078229209608,0.020430054064473617,0.00752117038948133,0.09242413662113955,0.1388730286612051,0.15906625899618293
1763485922.9244695,0.2097319526815774,0.11300184283604828,0.20376135924397334,-0.015266770983120724,0.00597059343760406,0.12826861381916901,0.13719840555317764,0.1771361497456328
1763485922.925754,0.2097319526815774,0.11309625727404,0.20502836570175492,0.013751765763779174,0.004703586979822483,0.09934449151026083,0.13583003857877357,0.16276850302917042
1763485922.9270158,0.2097319526815774,0.1132108075037192,0.20625877129273879,-0.008019262177659851,0.00347318138883862,0.12123006968137906,0.13450120054051098,0.17382584234440873
1763485923.126796,0.6404575704534222,0.4438189043536492,0.4044090294540002,0.014393652547036163,0.23604854099942202,0.429425251806613,0.8190115915847496,0.6585315302569557
1763485923.128201,0.6404575704534222,0.4444654793029609,0.4058115382097607,-0.035222306164955065,0.23464603224366154,0.47968778546791596,0.8174968821285281,0.6843093720369189
1763485923.129428,0.6404575704534222,0.4449402576230298,0.40703896462812394,0.016490032794843824,0.23341860582529828,0.42845022482818595,0.8161712615966958,0.6591653700371227
1763485923.1306243,0.6404575704534222,0.44528097906771297,0.40756595222944536,0.08777245713174092,0.23289161822397686,0.35750852193597205,0.8156021149872686,0.624035240035699
1763485923.3319132,0.6255761676790891,0.5037313733568747,0.2100916991968213,0.11228631648786432,0.4154844684822678,0.3914450568690104,0.9717940924298485,0.6994539017913799
1763485923.3333602,0.6255761676790891,0.5038788999816146,0.20863150550696483,0.10019552049609014,0.4169446621721242,0.40368337948552446,0.9733711016148934,0.7057205897243768
1763485923.3345346,0.6255761676790891,0.5040627003240383,0.20745758577412615,0.06217951904377794,0.4181185819049629,0.4418831812802604,0.9746389349263593,0.7250042909641685
1763485923.3361917,0.635576167679089,0.2765739424029116,0.19922596796011488,0.195572503365776,0.4363501997189741,0.08100143903713561,1.0051290821654912,0.31707466192147943
1763485923.5371501,0.616487426882758,0.27442143928105756,0.40131094510173576,0.19064754729994532,0.21517648178102228,0.08377389198111224,0.7303093284984283,0.31630838527161365
1763485923.5387373,0.616487426882758,0.27436788810912044,0.40290708269421266,0.2010156961428405,0.21358034418854538,0.07335219196627993,0.7285854998985533,0.3110439840922604
1763485923.5400805,0.616487426882758,0.2743424266221871,0.4042697029437782,0.19186246664150794,0.21221772393897986,0.08247995998067917,0.7271138700290225,0.3155824066125267
1763485923.5414255,0.616487426882758,0.2742698797178158,0.4056159186289248,0.21562584363848422,0.21087150825383322,0.05864403607933158,0.7256599570890643,0.3035918977574816
1763485923.7426858,0.5851110831106843,0.33540949095693356,0.599553556493602,0.21310780002823732,-0.014442473382917709,0.12230169092869625,0.44589210975382054,0.3965603364212817
1763485923.7441187,0.5851110831106843,0.33572878066548484,0.6009350816668815,0.18976186796617786,-0.015823998556197205,0.14596691269930698,0.4444000625666787,0.4087122370151383
1763485923.7454238,0.5851110831106843,0.3359509891461076,0.6022280811931128,0.22731764134937948,-0.017116998082428503,0.10863334779672812,0.4430036230783489,0.3902676630444717
1763485923.746627,0.5851110831106843,0.33626449204504905,0.6034903022899498,0.16610069860578774,-0.01837921917926555,0.1701637934392613,0.4416404242937649,0.42134638876467967
1763485923.9463027,0.5539796298052445,0.5098858076264745,0.8059626994872847,0.18793083245116401,-0.2519830696820402,0.32195497517531046,0.16954244818619962,0.6708632952141298
