timestamp,elapsed_time,x_ref,y_ref,theta_ref
1763485347.8419545,0.0,1.2246467991473532e-16,0.0,6.123233995736766e-17
1763485347.8436897,0.0017352104187011719,0.001090264644769501,2.971693593423197e-07,0.0005451326733775716
1763485347.8451376,0.003183126449584961,0.0020000160005251553,1.00001725056309e-06,0.0010000101669868215
1763485347.846419,0.004464626312255859,0.002805203765605079,1.967296879401559e-06,0.0014026078613757667
1763485348.044458,0.20250344276428223,0.12689363409505092,0.004045927405965655,0.0640059895115282
1763485348.0458825,0.20392799377441406,0.12778141947840238,0.004103031859739925,0.064461784927499
1763485348.0470674,0.20511293411254883,0.12851980065578814,0.004150835848217849,0.0648410042235591
1763485348.048232,0.20627760887145996,0.12924548416329062,0.00419809178836128,0.06521381718700976
1763485348.0494442,0.2074897289276123,0.13000065629866991,0.00424755653385267,0.06560190140389754
1763485348.2493145,0.4073600769042969,0.2531663983874751,0.01635550124874907,0.13116719271248398
1763485348.2507489,0.4087944030761719,0.254038150107637,0.016470721743481853,0.1316519655630405
1763485348.2519498,0.40999531745910645,0.2547678806408862,0.01656750186645617,0.13205803961211318
1763485348.253154,0.41119956970214844,0.25549949375139114,0.016664834481079138,0.13246541643972815
1763485348.4544907,0.6125361919403076,0.3754366479090757,0.036916681123633,0.20348693105254045
1763485348.4559202,0.6139657497406006,0.3762690076380592,0.037088661830892544,0.2040153230093615
1763485348.4571064,0.6151518821716309,0.37695940259126093,0.03723165816413565,0.20445403633329828
1763485348.4583027,0.6163482666015625,0.3776555526808093,0.03737616653225251,0.20489681421715814
1763485348.658876,0.8169214725494385,0.4910432280077947,0.06550512710500933,0.28353412571836395
1763485348.660339,0.8183846473693848,0.4918438896964728,0.06573869244742281,0.28414404370712193
1763485348.661519,0.8195645809173584,0.49248925660564224,0.06592734191599203,0.28463632122092086
1763485348.663189,0.8212344646453857,0.4934021399926386,0.06619477951475461,0.2853336634806272
1763485348.8640182,1.0220637321472168,0.5989438569131575,0.10221654602178742,0.3754207086712117
1763485348.8654933,1.0235388278961182,0.5996857966915048,0.1025092589949883,0.3761328817383023
1763485348.8667243,1.0247697830200195,0.6003045449831755,0.1027538374460355,0.376727803315576
1763485348.8679438,1.025989294052124,0.6009171867143202,0.1029964218580226,0.37731775034063614
