timestamp,x_loc,y_loc,theta_loc,v_x,v_y
1763485582.4414322,0.0,0.0,0.0,0.0,0.0
1763485582.4434295,0.0,0.0,1.2909910160001778e-05,2.048148866437579e-05,2.6441417861487586e-10
1763485582.445014,3.245353070817983e-08,4.1897216584073664e-13,5.0469659082957506e-06,-6.191761306013049e-06,-3.124960822401796e-11
1763485582.446748,2.171690313453879e-08,3.647847725060421e-13,-3.0127183207907624e-05,-5.847551412135797e-07,1.7617025276437422e-11
1763485582.6469884,-9.537468481328473e-08,3.892424495782233e-12,-0.0014363295151820527,0.002016632234678793,-2.8965503918391285e-06
1763485582.6485415,3.0365733992306132e-06,-4.494620142175609e-09,-0.0014675946444440628,0.001990869616796177,-2.9217916850815713e-06
1763485582.6497622,5.466834161921259e-06,-8.061260382753698e-09,-0.0014646145831371414,0.0019834341780412042,-2.9049686989975336e-06
1763485582.6509583,7.839311042765546e-06,-1.1536027105163573e-08,-0.0014973922986235091,0.001989146251535153,-2.9785345040253934e-06
1763485582.6521547,1.021909464695909e-05,-1.5099499409793715e-08,-0.0014959033564805836,0.0019437779979198705,-2.9077062002258475e-06
1763485582.8496573,0.0003941203284594939,-5.893790719873391e-07,-0.002223353538997755,0.19704369399469504,-0.0004380985162648057
1763485582.8512368,0.0007053553921827849,-1.2813657926099591e-06,-0.002290014561846727,0.198575634599829,-0.0004547418897759319
1763485582.8525443,0.0009649905498026099,-1.8759351236673194e-06,-0.0022742348620011336,0.19990205753228033,-0.00045462501202131266
1763485582.8538723,0.0012304587801585404,-2.479673268770467e-06,-0.002219003085574258,0.2012191942641824,-0.00044650674581186626
1763485583.05453,0.041606620607586145,-9.207464800198891e-05,-0.007920409664039705,0.4027264161302751,-0.0031898249008720106
1763485583.056013,0.04220394522562681,-9.68058026127002e-05,-0.007929480835405808,0.40417679239361193,-0.0032049793024872333
1763485583.057203,0.04268489423905943,-0.00010061955852994267,-0.007966135048955752,0.4053478785168937,-0.003229124248358602
1763485583.0584073,0.04317303533097572,-0.0001045082386490898,-0.007973804424066777,0.40652576755282865,-0.0032416256666367945
1763485583.2612922,0.12565098010620485,-0.000762185178352772,-0.006792669009950422,0.6118654214122917,-0.00415626321030039
1763485583.2628791,0.1266219579478015,-0.000768780810888649,-0.006799383067838246,0.6134465297233542,-0.004171122226655381
1763485583.26419,0.1274260792085444,-0.0007742484236325396,-0.006790294569152854,0.6147476585233864,-0.004174381844873645
1763485583.2655106,0.12823791527969255,-0.0007797611144243265,-0.006800880080116675,0.6160321452208983,-0.004189625338151815
1763485583.464703,0.35637101519143893,-0.006507693836309722,0.03553330207087248,0.6383451674090267,0.022692062913571037
1763485583.4661562,0.35729863364621905,-0.006474718610036611,0.036111369119699706,0.6383762818680223,0.02306266723426612
1763485583.467541,0.35818261569546717,-0.006442782925046534,0.03680948350504458,0.6390617884934611,0.023534164434323056
1763485583.4688897,0.3590445399950667,-0.0064110415996192485,0.03757618863376902,0.6396887952344477,0.02404838643522538
1763485583.6689892,0.4870459277549374,-0.001598972262112218,0.15489999864643839,0.4362171690653305,0.06811570194139487
1763485583.6705923,0.4877452390697098,-0.0014897741735011064,0.15602280810277713,0.4353216519938209,0.06847665548057667
1763485583.6719615,0.4883412979742147,-0.0013960133415669043,0.15713331330176883,0.4345346560320209,0.06884743974100989
1763485583.6732326,0.488893595626294,-0.0013085075953789018,0.15830323983110334,0.433830252360086,0.06925622166578585
1763485583.8736284,0.5758313658842323,0.01257014991031167,0.3426754535859939,0.2188435097103134,0.07807241537930935
1763485583.8752015,0.5761756254984779,0.012692964517138616,0.3440799591464478,0.21722666994456766,0.07783970628881143
1763485583.876579,0.5764748731683987,0.012800195138223008,0.34546318275290233,0.2164857970958755,0.07791229252323105
1763485583.8779018,0.5767612289504994,0.012903253333079387,0.34681200439051735,0.2164032213302598,0.07821243046568238
1763485584.0783806,0.6201454853889345,0.028583186927126903,0.5404269033095513,0.37137023028588756,0.22282587719300972
1763485584.0798914,0.6207065732712916,0.028919845305673642,0.5420375140646702,0.371653650759419,0.22381080928959313
1763485584.0810933,0.6211532519225001,0.029188836368226296,0.5434465277378852,0.37183109652889307,0.2246321862222221
1763485584.0823164,0.6216080338184221,0.02946358114478994,0.5448702455774872,0.3715347602952779,0.22517579773239296
1763485584.2835128,0.6963595019960312,0.07476814824689175,0.7843637637284492,0.45122952135080574,0.4502969823012339
1763485584.2850277,0.6970430748554766,0.0754503083920653,0.7861861524241213,0.451505488046596,0.4522176120800389
1763485584.2863905,0.697658386804652,0.07606659082429948,0.7878850018911565,0.4516942202583983,0.4539464068742015
1763485584.2877169,0.6982574790371886,0.07666867018274398,0.7893423950150409,0.4514982886259115,0.4550740384044408
1763485584.4880605,0.7887122755729025,0.16783984533345514,1.0120423035879884,0.2325321890496298,0.371923464744965
1763485584.4901125,0.8187182735999545,0.1823149060238645,1.014493300885239,0.23951700715686167,0.38519243659340074
1763485584.4914625,0.8190416038341297,0.18283488730705041,1.0156963789001496,0.23870423296757426,0.38491724578618175
1763485584.4927719,0.8193541619242104,0.18333889596113406,1.0167510836150149,0.23796848438092422,0.38463598356902795
1763485584.6929913,0.8670000673669005,0.26035047903131253,1.1509648048829426,0.1435604879937612,0.32161734039233286
1763485584.6946645,0.8672402758746148,0.2608886161083755,1.152120332662149,0.14249182891542392,0.3202168376861108
1763485584.696019,0.867433274779813,0.2613223357087895,1.1530565855497106,0.141646479323733,0.3191211641273314
1763485584.6973553,0.8676225620886513,0.26174878885213193,1.1538475208215753,0.1411159468203538,0.3186052518299045
1763485584.6986504,0.8678053199009435,0.26216141123905,1.1545066042837109,0.1406614821794536,0.3181453055212146
1763485584.8976085,0.8957910693662694,0.3254590153587571,1.2503031492326893,0.1714840891874172,0.5166166341884254
1763485584.8991723,0.8960592340345863,0.3262668939730974,1.2510942212861373,0.17158393346563205,0.5182883478303504
1763485584.9005349,0.8962930278129476,0.32697309407396047,1.2516445541138357,0.1715031764521281,0.5190015540350156
1763485584.9018443,0.8965175931866246,0.32765267202891085,1.252054215729287,0.1714917079649498,0.5196813584379204
1763485585.102378,0.930907447636281,0.4318662604814351,1.3029378283198427,0.19727603321973256,0.7187946111772158
1763485585.1038163,0.9311912053964277,0.43290015976227697,1.3033541172919378,0.19734489464004873,0.7202200895664309
1763485585.1050186,0.9314284820229359,0.4337661127098181,1.3036914388387792,0.19742683810189288,0.7214739289839889
1763485585.106192,0.9316601616763749,0.43461275965731144,1.304160163099566,0.19724948617314422,0.7221552516212215
1763485585.3093104,0.9717251467729126,0.5812957242364606,1.4281251561245174,0.10685574185274026,0.7438765459026893
1763485585.3108768,0.9718925266824214,0.5824609399448548,1.4290442088303328,0.10617355332263831,0.7439850765802795
1763485585.3121893,0.9720318788636274,0.5834374161007497,1.4299795720519004,0.10556920962252457,0.7447302398181486
1763485585.313507,0.9721709915797261,0.5844187765446934,1.430911267833803,0.10487267547925612,0.7448096221634293
1763485585.5140483,0.9932022898352989,0.733783835038295,1.5910005545569463,-0.013108650938562562,0.6487190377513075
1763485585.5169082,0.9515371122876803,0.7202115170521668,1.5983002147119507,-0.01731228144455832,0.6292897900433302
1763485585.5182185,0.951514427165472,0.7210361059913754,1.599455519652876,-0.01803943687648615,0.6292744461519032
1763485585.5195348,0.9514906816928035,0.7218644255927216,1.6005927014117238,-0.018754851060923974,0.6292477067507654
1763485585.7188883,0.9477518373077183,0.8473071309264184,1.7583094690390157,-0.1361793181896699,0.7177069701636513
1763485585.720461,0.9475376804934342,0.8484358033295631,1.7595687202206804,-0.13708609438754163,0.7175512014423271
1763485585.7217472,0.9473613510048657,0.8493587666464284,1.76059803493014,-0.13782269036410852,0.7173997367246795
1763485585.7230158,0.9471865056585514,0.8502688780735238,1.7616844598359074,-0.13860570771988429,0.7172687156072544
1763485585.9277813,0.9188048305416513,0.9971408070349379,1.9286427662049652,-0.33047932976892636,0.8837617857281695
1763485585.929377,0.9182774729266231,0.9985510571340911,1.9299335764629326,-0.3321971191047813,0.8848722051626523
1763485585.9306715,0.9178474854579942,0.9996964131220758,1.9309742566313617,-0.3335589642748307,0.8856974150926518
1763485585.9319654,0.9174158943050593,1.0008424149072845,1.9318431631039277,-0.3345338708392287,0.8859513307848957
1763485586.1253724,0.852714682305226,1.172191655959758,2.040361488179209,-0.47127157747740756,0.9287622216533439
1763485586.1268723,0.8520078261751242,1.173584698318257,2.041110403115751,-0.47229809312693555,0.9290602960978839
1763485586.1281643,0.8513976216294701,1.17478503519049,2.0416285004268127,-0.4730781394227058,0.9294024265064699
1763485586.129677,0.8506819651594962,1.1761910034741871,2.04206352375628,-0.47383146131894865,0.9298815495021555
1763485586.3383,0.7518298562196108,1.370185619147675,2.098453960506163,-0.418175891775588,0.7175599841951975
1763485586.3398404,0.7511856886922303,1.3712909646490703,2.098943748744989,-0.4177847887066822,0.7160824275978628
1763485586.3411338,0.7506453171600921,1.3722171605494433,2.0991747262823273,-0.41762899303036904,0.71543569365274
1763485586.3424766,0.750084536041521,1.3731778285951195,2.099344864438595,-0.41743743430658925,0.7148281693195837
1763485586.5384846,0.6682634731953777,1.5132898448143797,2.138202492657722,-0.3929826949809496,0.6166222579110119
1763485586.5400627,0.667643310122296,1.514262931821214,2.1386804929309133,-0.3928539821048971,0.6157706709756671
1763485586.541745,0.5998284094675959,1.457858420957412,2.1614783650638456,-0.3930346692927446,0.5861430868337039
1763485586.5430226,0.5993262349011506,1.4586073272842641,2.1618447857074248,-0.39323884068670956,0.5859832699843843
