timestamp,error_x,error_y,error_l2,cumulative_l2_error,sample_count,avg_sample_error_mm
1763484721.1471934,1.2246467991473532e-16,0.0,1.2246467991473532e-16,1.2246467991473532e-16,1,1.2246467991473532e-13
1763484721.1491692,0.0012414155785231639,3.8527834522739113e-07,0.0012414156383095088,0.0012414156383096313,2,0.6207078191548157
1763484721.150799,0.002265542466817219,1.2830851142943647e-06,0.0022655428301534405,0.003506958468463072,3,1.1689861561543573
1763484721.1523018,0.0032099293420616375,2.5754992976341063e-06,0.0032099303752924128,0.006716888843755485,4,1.6792222109388713
1763484721.1536849,0.004079106174930162,4.158900063385121e-06,0.004079108295057036,0.01079599713881252,5,2.1591994277625037
1763484721.3284802,0.11367989180887876,0.0032427591270986914,0.11372613282985913,0.12452212996867165,6,20.75368832811194
1763484721.3299026,0.11457108017670034,0.0032938486926301757,0.11461841846782671,0.23914054843649835,7,34.16293549092834
1763484721.3311582,0.11535764311990458,0.0033392753553122974,0.11540596425695626,0.3545465126934546,8,44.31831408668182
1763484721.3330085,0.11651662792145051,0.0034067904866680308,0.11656642228191527,0.4711129349753699,9,52.34588166392999
1763484721.5561879,0.25469863154165623,0.016489606495929638,0.25523185544046606,0.726344790415836,10,72.6344790415836
1763484721.557784,0.2553062940292913,0.01661690618664357,0.2558464878441497,0.9821912782599858,11,89.29011620545326
1763484721.55908,0.25579736903635925,0.016720587856403152,0.25634326998028845,1.238534548240274,12,103.21121235335617
1763484721.7630703,0.33039088116814663,0.037127404831097506,0.33247041755403833,1.5710049657943124,13,120.84653583033173
1763484721.7646747,0.33060893015562604,0.03732111612565815,0.33270877717233804,1.9037137429666504,14,135.97955306904646
1763484721.7660363,0.3307914737943797,0.03748591061895104,0.3329086851224969,2.2366224280891474,15,149.10816187260983
1763484721.7673056,0.3309595803840929,0.037639863287203,0.3330930848220872,2.569715512911235,16,160.60721955695217
1763484721.76848,0.33111341953897505,0.03778259319761027,0.33326209047464345,2.902977603385878,17,170.76338843446342
1763484721.972717,0.35415317688327236,0.06664491663813572,0.3603692795039811,3.2633468828898593,18,181.29704904943662
1763484721.9742882,0.35399117478526065,0.0668933078934766,0.36025611232396937,3.6236029952138287,19,190.7159471165173
1763484721.975588,0.3538547615661014,0.06709913359147758,0.36016036152209957,3.983763356735928,20,199.1881678367964
1763484721.9773726,0.32876717386171617,0.09535660483726342,0.3423167198591239,4.326080076595052,21,206.00381317119295
