timestamp,error_x,error_y,error_l2,cumulative_l2_error,sample_count,avg_sample_error_mm
1763485321.828037,1.2246467991473532e-16,0.0,1.2246467991473532e-16,1.2246467991473532e-16,1,1.2246467991473532e-13
1763485321.828925,0.0005578656404085272,7.780352584418893e-08,0.0005578656458340169,0.0005578656458341394,2,0.27893282291706967
1763485321.8296244,0.0009973685583492063,2.486953289897622e-07,0.0009973685893554802,0.0015552342351896195,3,0.5184114117298732
1763485321.8303862,0.0014759879275477606,5.446492843880235e-07,0.001475988028037347,0.0030312222632269663,4,0.7578055658067416
1763485321.8309562,0.0018341623511965654,8.410591573190073e-07,0.0018341625440313131,0.00486538480725828,5,0.9730769614516559
1763485322.0325856,0.12816748007663772,0.004128034335397012,0.1282339409698912,0.1330993257771495,6,22.18322096285825
1763485322.033502,0.12874120759845262,0.004165093499926934,0.12880856546740596,0.2619078912445555,7,37.4154130349365
1763485322.0342016,0.12917909014194867,0.004193490877558576,0.12924713805590385,0.3911550293004593,8,48.894378662557415
1763485322.0350301,0.1296976789804054,0.004227249110175896,0.1297665502660211,0.5209215795664804,9,57.88017550738672
1763485322.2391698,0.2560545284973071,0.016658940059327203,0.2565958726244023,0.7775174521908828,10,77.75174521908828
1763485322.2399597,0.25637578052241705,0.016724025995058626,0.2569206762484521,1.034438128439335,11,94.03982985812135
1763485322.2404745,0.25658469155598,0.016766509136115493,0.25713191122357576,1.2915700396629106,12,107.63083663857589
1763485322.2409408,0.2567736935807389,0.016805043066447475,0.25732302498525145,1.548893064648162,13,119.14562035755092
1763485322.443111,0.33621352449584774,0.03750800251975973,0.33829925259589666,1.8871923172440588,14,134.79945123171848
1763485322.4445693,0.33647073867105887,0.03769111047319445,0.3385752173307292,2.225767534574788,15,148.38450230498583
1763485322.4457374,0.33667476422356124,0.037838090770594454,0.33879435942493835,2.564561893999726,16,160.2851183749829
1763485322.4469018,0.3368773019656,0.0379848561476702,0.33901204385121964,2.903573937850946,17,170.7984669324086
1763485322.6480534,0.36838772426272,0.06724191981015125,0.3744742863898944,3.27804822424084,18,182.11379023560224
1763485322.6494987,0.3688776239560413,0.06746479641300135,0.3749962669287553,3.6530444911695956,19,192.26549953524187
